from,starting label,QID,label,depth,target
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q19502360,Fritz Meyer-Fierz,4,1
Q160236,Metropolitan Museum of Art,Q19502360,Fritz Meyer-Fierz,4,1
Q26221201,Two Diggers among Trees,Q19502360,Fritz Meyer-Fierz,5,1
Q867510,Cypresses,Q33315010,Frederick Mont,5,1
Q104530765,Hugo Nathan,Q33315010,Frederick Mont,4,1
Q160236,Metropolitan Museum of Art,Q33315010,Frederick Mont,4,1
Q26221201,Two Diggers among Trees,Q33315010,Frederick Mont,5,1
Q160236,Metropolitan Museum of Art,Q96090141,Franziska Figdor,5,1
Q160236,Metropolitan Museum of Art,Q56291714,Franz Kleinberger,5,1
Q160236,Metropolitan Museum of Art,Q142,France,4,0
Q214867,National Gallery of Art,Q142,France,4,0
Q160236,Metropolitan Museum of Art,Q2142783,father of faith,4,0
Q74128,Alfred Flechtheim,Q2142783,father of faith,5,0
Q17277888,Gottlieb Friedrich Reber,Q1979607,financier,5,0
Q324935,Ferenc Hatvany,Q1979607,financier,3,0
Q160236,Metropolitan Museum of Art,Q1979607,financier,3,0
Q214867,National Gallery of Art,Q1979607,financier,3,0
Q74128,Alfred Flechtheim,Q1979607,financier,5,0
Q1634926,Hugo Cassirer,Q1414443,filmmaker,3,0
Q21948567,Sunflowers,Q3282637,film producer,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q3282637,film producer,5,0
Q160236,Metropolitan Museum of Art,Q3282637,film producer,4,0
Q21948567,Sunflowers,Q7042855,film editor,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q7042855,film editor,5,0
Q160236,Metropolitan Museum of Art,Q7042855,film editor,4,0
Q21948567,Sunflowers,Q2526255,film director,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q2526255,film director,5,0
Q160236,Metropolitan Museum of Art,Q2526255,film director,4,0
Q1634926,Hugo Cassirer,Q10800557,film actor,4,0
Q21948567,Sunflowers,Q10800557,film actor,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q10800557,film actor,5,0
Q17277888,Gottlieb Friedrich Reber,Q10800557,film actor,3,0
Q160236,Metropolitan Museum of Art,Q10800557,film actor,3,0
Q214867,National Gallery of Art,Q10800557,film actor,5,0
Q17277888,Gottlieb Friedrich Reber,Q106866308,Figures in a Landscape,5,1
Q55680361,Oskar Reichel,Q106866308,Figures in a Landscape,5,1
Q74128,Alfred Flechtheim,Q106866308,Figures in a Landscape,5,1
Q160236,Metropolitan Museum of Art,Q110146410,Fernande Olivier,3,0
Q20178788,Still Life with Apples,Q324935,Ferenc Hatvany,1,1
Q160236,Metropolitan Museum of Art,Q96090146,Ferdinand Joachim Figdor,3,1
Q160236,Metropolitan Museum of Art,Q157103,"Ferdinand IV, King of the Romans",5,0
Q160236,Metropolitan Museum of Art,Q150575,"Ferdinand III, Holy Roman Emperor",4,0
Q160236,Metropolitan Museum of Art,Q150599,"Ferdinand II, Holy Roman Emperor",3,0
Q324935,Ferenc Hatvany,Q4808368,Femme nue couchée,1,1
Q5147536,Josef Feinhals,Q108841920,Feinhals Haus,1,1
Q160236,Metropolitan Museum of Art,Q77823005,Federico Napoleone,5,0
Q160236,Metropolitan Museum of Art,Q48525,federal government of the United States,5,0
Q160236,Metropolitan Museum of Art,Q496,feces,2,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q3501317,fashion designer,5,0
Q74128,Alfred Flechtheim,Q3501317,fashion designer,4,0
Q17277888,Gottlieb Friedrich Reber,Q11900058,explorer,5,0
Q160236,Metropolitan Museum of Art,Q11900058,explorer,3,0
Q156426,Alexej von Jawlensky,Q1970746,Explanatory Dictionary of the Living Great Russian Language,5,0
Q160236,Metropolitan Museum of Art,Q1970746,Explanatory Dictionary of the Living Great Russian Language,4,0
Q17277888,Gottlieb Friedrich Reber,Q76433,Eva Braun,5,0
Q55680361,Oskar Reichel,Q76433,Eva Braun,5,0
Q74128,Alfred Flechtheim,Q76433,Eva Braun,5,0
Q104530765,Hugo Nathan,Q53563347,Eugene Thaw,5,1
Q160236,Metropolitan Museum of Art,Q53563347,Eugene Thaw,5,1
Q160236,Metropolitan Museum of Art,Q7126304,Eugène Manet,4,0
Q74128,Alfred Flechtheim,Q105873816,Eugen Gutmann art collection,5,1
Q17277888,Gottlieb Friedrich Reber,Q98806862,Ettore Sestieri,2,1
Q214867,National Gallery of Art,Q98806862,Ettore Sestieri,3,1
Q1634926,Hugo Cassirer,Q20730464,Étienne Bignou,5,0
Q1634926,Hugo Cassirer,Q20730464,Étienne Bignou,5,1
Q867510,Cypresses,Q20730464,Étienne Bignou,3,1
Q104530765,Hugo Nathan,Q20730464,Étienne Bignou,4,1
Q160236,Metropolitan Museum of Art,Q20730464,Étienne Bignou,3,1
Q26221201,Two Diggers among Trees,Q20730464,Étienne Bignou,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1371378,ethnologist,4,0
Q74128,Alfred Flechtheim,Q1371378,ethnologist,3,0
Q21948567,Sunflowers,Q10862983,etcher,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q10862983,etcher,2,0
Q160236,Metropolitan Museum of Art,Q10862983,etcher,3,0
Q74128,Alfred Flechtheim,Q10862983,etcher,3,0
Q1634926,Hugo Cassirer,Q110491536,Estella Katzenellenbogen,5,1
Q160236,Metropolitan Museum of Art,Q110491536,Estella Katzenellenbogen,4,1
Q160236,Metropolitan Museum of Art,Q66495020,estate owner,4,0
Q17277888,Gottlieb Friedrich Reber,Q2186896,estate,3,0
Q214867,National Gallery of Art,Q2186896,estate,5,0
Q160236,Metropolitan Museum of Art,Q860918,Esperantist,5,0
Q160236,Metropolitan Museum of Art,Q1360879,Ernst von Mendelssohn-Bartholdy,5,1
Q1634926,Hugo Cassirer,Q57188,Ernst Cassirer,4,1
Q160236,Metropolitan Museum of Art,Q777344,Erich Šlomović,5,1
Q214867,National Gallery of Art,Q777344,Erich Šlomović,3,1
Q1634926,Hugo Cassirer,Q2894644,Ephrussi family,4,1
Q17277888,Gottlieb Friedrich Reber,Q2894644,Ephrussi family,5,1
Q160236,Metropolitan Museum of Art,Q2894644,Ephrussi family,4,1
Q26221184,Olive Picking,Q3578589,environmentalist,4,0
Q1634926,Hugo Cassirer,Q131524,entrepreneur,1,0
Q867510,Cypresses,Q131524,entrepreneur,2,0
Q104530765,Hugo Nathan,Q131524,entrepreneur,5,0
Q21948567,Sunflowers,Q131524,entrepreneur,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q131524,entrepreneur,5,0
Q160236,Metropolitan Museum of Art,Q131524,entrepreneur,3,0
Q5147536,Josef Feinhals,Q131524,entrepreneur,1,0
Q214867,National Gallery of Art,Q131524,entrepreneur,3,0
Q74128,Alfred Flechtheim,Q131524,entrepreneur,3,0
Q160236,Metropolitan Museum of Art,Q3055126,entomologist,5,0
Q867510,Cypresses,Q329439,engraver,4,0
Q104530765,Hugo Nathan,Q329439,engraver,5,0
Q160236,Metropolitan Museum of Art,Q329439,engraver,5,0
Q74128,Alfred Flechtheim,Q329439,engraver,5,0
Q1634926,Hugo Cassirer,Q81096,engineer,1,0
Q867510,Cypresses,Q81096,engineer,4,0
Q21948567,Sunflowers,Q81096,engineer,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q81096,engineer,3,0
Q160236,Metropolitan Museum of Art,Q81096,engineer,4,0
Q26221184,Olive Picking,Q81096,engineer,3,0
Q74128,Alfred Flechtheim,Q81096,engineer,4,0
Q160236,Metropolitan Museum of Art,Q4532135,Encyclopedic Lexicon,3,0
Q160236,Metropolitan Museum of Art,Q48968006,encyclopedia.com,5,0
Q160236,Metropolitan Museum of Art,Q753754,Encyclopedia Americana,5,0
Q160236,Metropolitan Museum of Art,Q867541,Encyclopædia Britannica 11th edition,3,0
Q867510,Cypresses,Q96297,Emil Georg Bührle,4,1
Q160236,Metropolitan Museum of Art,Q96297,Emil Georg Bührle,5,1
Q160236,Metropolitan Museum of Art,Q21589753,Else Cassirer,4,1
Q17277888,Gottlieb Friedrich Reber,Q72958372,Elkan Silberman,3,1
Q55680361,Oskar Reichel,Q72958372,Elkan Silberman,3,1
Q74128,Alfred Flechtheim,Q72958372,Elkan Silberman,3,1
Q160236,Metropolitan Museum of Art,Q279283,election in the United States,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q33011974,Edwin Suermondt,3,1
Q74128,Alfred Flechtheim,Q33011974,Edwin Suermondt,2,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q43301751,Edward Speelman,5,1
Q74128,Alfred Flechtheim,Q43301751,Edward Speelman,4,1
Q1634926,Hugo Cassirer,Q24255440,Eduard Cassirer,3,1
Q160236,Metropolitan Museum of Art,Q24255440,Eduard Cassirer,5,1
Q657415,Cleveland Museum of Art,Q28065291,Edouard von Saher,4,1
Q160236,Metropolitan Museum of Art,Q40599,Édouard Manet,2,1
Q214867,National Gallery of Art,Q40599,Édouard Manet,4,1
Q160236,Metropolitan Museum of Art,Q2443913,Édouard Alphonse James de Rothschild,5,1
Q160236,Metropolitan Museum of Art,Q467167,Edmond James de Rothschild,3,1
Q214867,National Gallery of Art,Q467167,Edmond James de Rothschild,5,1
Q160236,Metropolitan Museum of Art,Q932401,Edmond Adolphe de Rothschild,3,1
Q867510,Cypresses,Q1607826,editor,5,0
Q104530765,Hugo Nathan,Q1607826,editor,4,0
Q17277888,Gottlieb Friedrich Reber,Q1607826,editor,4,0
Q55680361,Oskar Reichel,Q1607826,editor,5,0
Q160236,Metropolitan Museum of Art,Q1607826,editor,4,0
Q26221201,Two Diggers among Trees,Q1607826,editor,5,0
Q74128,Alfred Flechtheim,Q1607826,editor,5,0
Q160236,Metropolitan Museum of Art,Q84798010,Edited By – Women Film Editors,5,0
Q21948567,Sunflowers,Q5334534,Ed Bass,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q5334534,Ed Bass,5,0
Q160236,Metropolitan Museum of Art,Q188094,economist,3,0
Q160236,Metropolitan Museum of Art,Q27981616,Ecce Homo,5,1
Q17277888,Gottlieb Friedrich Reber,Q13575004,E. & A. Silberman Galleries,2,1
Q55680361,Oskar Reichel,Q13575004,E. & A. Silberman Galleries,2,1
Q74128,Alfred Flechtheim,Q13575004,E. & A. Silberman Galleries,2,1
Q160236,Metropolitan Museum of Art,Q166886,duke,5,0
Q160236,Metropolitan Museum of Art,Q3040048,Drouot,5,1
Q160236,Metropolitan Museum of Art,Q2453629,drinking vessel,3,0
Q160236,Metropolitan Museum of Art,Q2034021,dressmaker,4,0
Q156426,Alexej von Jawlensky,Q15296811,drawer,1,0
Q1634926,Hugo Cassirer,Q15296811,drawer,5,0
Q867510,Cypresses,Q15296811,drawer,5,0
Q21948567,Sunflowers,Q15296811,drawer,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q15296811,drawer,2,0
Q160236,Metropolitan Museum of Art,Q15296811,drawer,3,0
Q5147536,Josef Feinhals,Q15296811,drawer,2,0
Q214867,National Gallery of Art,Q15296811,drawer,5,0
Q74128,Alfred Flechtheim,Q15296811,drawer,3,0
Q1634926,Hugo Cassirer,Q14623005,draftsperson,5,0
Q867510,Cypresses,Q14623005,draftsperson,4,0
Q104530765,Hugo Nathan,Q14623005,draftsperson,5,0
Q21948567,Sunflowers,Q14623005,draftsperson,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q14623005,draftsperson,5,0
Q160236,Metropolitan Museum of Art,Q14623005,draftsperson,3,0
Q214867,National Gallery of Art,Q14623005,draftsperson,5,0
Q74128,Alfred Flechtheim,Q14623005,draftsperson,4,0
Q160236,Metropolitan Museum of Art,Q35275336,Dr. Willi Raeber,4,1
Q1634926,Hugo Cassirer,Q107676574,Dr. Fritz Rosenfeld,5,1
Q867510,Cypresses,Q107676574,Dr. Fritz Rosenfeld,3,1
Q104530765,Hugo Nathan,Q107676574,Dr. Fritz Rosenfeld,4,1
Q26221201,Two Diggers among Trees,Q107676574,Dr. Fritz Rosenfeld,5,1
Q214867,National Gallery of Art,Q1968442,donor,4,1
Q160236,Metropolitan Museum of Art,Q75328088,Dominique-Alexandre Roman-Fricero,5,0
Q1634926,Hugo Cassirer,Q25391673,Domenica Walter,5,1
Q867510,Cypresses,Q25391673,Domenica Walter,3,1
Q104530765,Hugo Nathan,Q25391673,Domenica Walter,4,1
Q160236,Metropolitan Museum of Art,Q25391673,Domenica Walter,4,1
Q26221201,Two Diggers among Trees,Q25391673,Domenica Walter,5,1
Q55680361,Oskar Reichel,Q19883543,Doctor Emma Veronika Sanders,3,1
Q74128,Alfred Flechtheim,Q19883543,Doctor Emma Veronika Sanders,3,1
Q17277888,Gottlieb Friedrich Reber,Q1162163,director,2,0
Q160236,Metropolitan Museum of Art,Q3455803,director,4,0
Q160236,Metropolitan Museum of Art,Q1162163,director,5,0
Q160236,Metropolitan Museum of Art,Q193391,diplomat,3,0
Q214867,National Gallery of Art,Q193391,diplomat,3,0
Q74128,Alfred Flechtheim,Q193391,diplomat,5,0
Q867510,Cypresses,Q1221807,Dieter Bührle,5,1
Q160236,Metropolitan Museum of Art,Q452379,Diego Columbus,3,0
Q160236,Metropolitan Museum of Art,Q325909,Diego Colombos,4,0
Q160236,Metropolitan Museum of Art,Q668424,"Diego, Prince of Asturias",5,0
Q74128,Alfred Flechtheim,Q93734702,Die Zusammenarbeit der Kunsthandlungen Julius Böhler München und Karl Haberstock Berlin: Eine Analyse gemeinsam gehandelter Gemälde zwischen 1936 und 1945,5,1
Q160236,Metropolitan Museum of Art,Q105802405,Dictionary of Women Worldwide,4,0
Q160236,Metropolitan Museum of Art,Q46002746,Dictionary of African Biography,5,0
Q11770767,Still life with coffee pot  dishes and fruit,Q18939491,diarist,3,0
Q160236,Metropolitan Museum of Art,Q18939491,diarist,4,0
Q74128,Alfred Flechtheim,Q18939491,diarist,5,0
Q657415,Cleveland Museum of Art,Q18939491,diarist,3,0
Q1634926,Hugo Cassirer,Q27349,dentist,4,0
Q1634926,Hugo Cassirer,Q1186818,Den Store Danske Encyklopædi,5,0
Q160236,Metropolitan Museum of Art,Q1186818,Den Store Danske Encyklopædi,3,0
Q214867,National Gallery of Art,Q1186818,Den Store Danske Encyklopædi,5,0
Q17277888,Gottlieb Friedrich Reber,Q10478639,church death record,5,0
Q160236,Metropolitan Museum of Art,Q18242306,dealer,3,1
Q160236,Metropolitan Museum of Art,Q110637123,David Katz,5,1
Q214867,National Gallery of Art,Q325810,David K. E. Bruce,4,1
Q867510,Cypresses,Q17254907,David Graham Carritt,5,1
Q104530765,Hugo Nathan,Q17254907,David Graham Carritt,4,1
Q160236,Metropolitan Museum of Art,Q17254907,David Graham Carritt,4,1
Q26221201,Two Diggers among Trees,Q17254907,David Graham Carritt,5,1
Q867510,Cypresses,Q723358,Daniel Wildenstein,4,1
Q104530765,Hugo Nathan,Q723358,Daniel Wildenstein,3,1
Q29441758,Margarete Mauthner,Q723358,Daniel Wildenstein,5,1
Q160236,Metropolitan Museum of Art,Q723358,Daniel Wildenstein,3,1
Q26221201,Two Diggers among Trees,Q723358,Daniel Wildenstein,4,1
Q104530765,Hugo Nathan,Q867510,Cypresses,5,1
Q21948567,Sunflowers,Q867510,Cypresses,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q867510,Cypresses,5,1
Q160236,Metropolitan Museum of Art,Q867510,Cypresses,5,1
Q17277888,Gottlieb Friedrich Reber,Q4904268,Curt Valentin,4,1
Q55680361,Oskar Reichel,Q4904268,Curt Valentin,4,1
Q74128,Alfred Flechtheim,Q4904268,Curt Valentin,4,1
Q1634926,Hugo Cassirer,Q674426,curator,4,1
Q214867,National Gallery of Art,Q674426,curator,4,1
Q17277888,Gottlieb Friedrich Reber,Q2805058,Cupid Complaining to Venus,3,1
Q55680361,Oskar Reichel,Q2805058,Cupid Complaining to Venus,3,1
Q74128,Alfred Flechtheim,Q2805058,Cupid Complaining to Venus,3,1
Q160236,Metropolitan Museum of Art,Q1142334,Crystal Bridges Museum of American Art,2,0
Q55680361,Oskar Reichel,Q64513741,Crucifixion,3,1
Q74128,Alfred Flechtheim,Q64513741,Crucifixion,3,1
Q160236,Metropolitan Museum of Art,Q6430706,critic,5,0
Q160236,Metropolitan Museum of Art,Q12299841,cricketer,4,0
Q867510,Cypresses,Q60476309,Countess Széchenyi,4,1
Q104530765,Hugo Nathan,Q60476309,Countess Széchenyi,5,1
Q160236,Metropolitan Museum of Art,Q60476309,Countess Széchenyi,5,1
Q160236,Metropolitan Museum of Art,Q22932,count palatine,5,0
Q160236,Metropolitan Museum of Art,Q708492,council member,4,0
Q21948567,Sunflowers,Q94378647,Cornelis Marinus van Gogh,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q94378647,Cornelis Marinus van Gogh,5,0
Q160236,Metropolitan Museum of Art,Q94378647,Cornelis Marinus van Gogh,5,0
Q160236,Metropolitan Museum of Art,Q1297822,copyright,2,0
Q1201549,Detroit Institute of Arts,Q1297822,copyright,2,0
Q160236,Metropolitan Museum of Art,Q38695,cooking,2,0
Q214867,National Gallery of Art,Q38695,cooking,4,0
Q17277888,Gottlieb Friedrich Reber,Q876864,contributing editor,4,0
Q29441758,Margarete Mauthner,Q158852,conductor,3,0
Q1634926,Hugo Cassirer,Q21550489,conceptual artist,5,0
Q160236,Metropolitan Museum of Art,Q21550489,conceptual artist,5,0
Q17277888,Gottlieb Friedrich Reber,Q19883783,Composition with Color Planes 5,5,1
Q55680361,Oskar Reichel,Q19883783,Composition with Color Planes 5,5,1
Q74128,Alfred Flechtheim,Q19883783,Composition with Color Planes 5,5,1
Q29441758,Margarete Mauthner,Q36834,composer,1,0
Q160236,Metropolitan Museum of Art,Q36834,composer,3,0
Q1634926,Hugo Cassirer,Q1780490,communard,5,0
Q160236,Metropolitan Museum of Art,Q1780490,communard,3,0
Q214867,National Gallery of Art,Q1780490,communard,5,0
Q21948567,Sunflowers,Q1086863,columnist,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1086863,columnist,5,0
Q160236,Metropolitan Museum of Art,Q1086863,columnist,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q3243461,collector,4,1
Q17277888,Gottlieb Friedrich Reber,Q3243461,collector,2,1
Q29441758,Margarete Mauthner,Q3243461,collector,1,1
Q160236,Metropolitan Museum of Art,Q3243461,collector,4,1
Q214867,National Gallery of Art,Q3243461,collector,3,1
Q74128,Alfred Flechtheim,Q3243461,collector,3,1
Q160236,Metropolitan Museum of Art,Q3262402,cloistered nun,4,0
Q1634926,Hugo Cassirer,Q60729883,Cleveland Museum of Art Open Access project,5,0
Q867510,Cypresses,Q60729883,Cleveland Museum of Art Open Access project,3,0
Q104530765,Hugo Nathan,Q60729883,Cleveland Museum of Art Open Access project,4,0
Q160236,Metropolitan Museum of Art,Q60729883,Cleveland Museum of Art Open Access project,4,0
Q26221201,Two Diggers among Trees,Q60729883,Cleveland Museum of Art Open Access project,5,0
Q1634926,Hugo Cassirer,Q657415,Cleveland Museum of Art,5,1
Q867510,Cypresses,Q657415,Cleveland Museum of Art,3,1
Q104530765,Hugo Nathan,Q657415,Cleveland Museum of Art,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q657415,Cleveland Museum of Art,1,1
Q26221201,Two Diggers among Trees,Q657415,Cleveland Museum of Art,5,1
Q74128,Alfred Flechtheim,Q657415,Cleveland Museum of Art,2,1
Q160236,Metropolitan Museum of Art,Q96242104,Clément Manet,4,0
Q160236,Metropolitan Museum of Art,Q96242105,Clément Jean-Baptiste Manet,5,0
Q160236,Metropolitan Museum of Art,Q2468727,classical scholar,5,0
Q160236,Metropolitan Museum of Art,Q21680663,classical composer,4,0
Q17277888,Gottlieb Friedrich Reber,Q53438402,Clara Westman,5,0
Q17277888,Gottlieb Friedrich Reber,Q212238,civil servant,4,0
Q160236,Metropolitan Museum of Art,Q59916588,City of Toulouse,5,0
Q160236,Metropolitan Museum of Art,Q222344,cinematographer,4,0
Q160236,Metropolitan Museum of Art,Q96071935,"Christie's, New York",4,1
Q55680361,Oskar Reichel,Q12306176,Christian Tetzen-Lund,4,1
Q74128,Alfred Flechtheim,Q12306176,Christian Tetzen-Lund,2,1
Q21948567,Sunflowers,Q1423891,Christian minister,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1423891,Christian minister,4,0
Q160236,Metropolitan Museum of Art,Q1423891,Christian minister,4,0
Q160236,Metropolitan Museum of Art,Q657550,Christian I,5,0
Q160236,Metropolitan Museum of Art,Q28020362,Christ and the Woman Taken in Adultery,5,0
Q160236,Metropolitan Museum of Art,Q26722705,Christ and the Woman of Samaria,5,0
Q160236,Metropolitan Museum of Art,Q27979524,Christ and the Woman of Samaria,5,0
Q1634926,Hugo Cassirer,Q593644,chemist,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q593644,chemist,4,0
Q160236,Metropolitan Museum of Art,Q593644,chemist,4,0
Q214867,National Gallery of Art,Q593644,chemist,5,0
Q74128,Alfred Flechtheim,Q593644,chemist,3,0
Q160236,Metropolitan Museum of Art,Q1461848,Château de Ferrières,5,1
Q160236,Metropolitan Museum of Art,Q34064952,"Charlotte Spencer-Churchill, Duchess of Marlborough",4,0
Q160236,Metropolitan Museum of Art,Q262788,Charlotte Napoléone Bonaparte,5,0
Q104530765,Hugo Nathan,Q2960213,Charles Sedelmeyer,5,1
Q160236,Metropolitan Museum of Art,Q2960213,Charles Sedelmeyer,2,1
Q160236,Metropolitan Museum of Art,Q56297473,Charles R. Henschel,5,1
Q160236,Metropolitan Museum of Art,Q134309,Charles IX of France,5,0
Q160236,Metropolitan Museum of Art,Q62594,"Charles III Philip, Elector Palatine",3,0
Q160236,Metropolitan Museum of Art,Q36234,Charles III of Spain,5,0
Q160236,Metropolitan Museum of Art,Q36174,Charles II of Spain,4,0
Q1634926,Hugo Cassirer,Q104439776,Charles Durand-Ruel,5,1
Q160236,Metropolitan Museum of Art,Q104439776,Charles Durand-Ruel,3,1
Q160236,Metropolitan Museum of Art,Q104439800,Charles Durand-Ruel,4,1
Q214867,National Gallery of Art,Q104439776,Charles Durand-Ruel,5,1
Q867510,Cypresses,Q21069797,Charles Carstairs,4,1
Q104530765,Hugo Nathan,Q21069797,Charles Carstairs,5,1
Q21948567,Sunflowers,Q21069797,Charles Carstairs,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q21069797,Charles Carstairs,5,1
Q17277888,Gottlieb Friedrich Reber,Q21069797,Charles Carstairs,5,1
Q160236,Metropolitan Museum of Art,Q21069797,Charles Carstairs,3,1
Q74128,Alfred Flechtheim,Q21069797,Charles Carstairs,5,1
Q657415,Cleveland Museum of Art,Q5074681,Charlene von Saher,5,1
Q160236,Metropolitan Museum of Art,Q66660783,charity worker,4,0
Q1634926,Hugo Cassirer,Q140686,chairperson,5,0
Q160236,Metropolitan Museum of Art,Q140686,chairperson,5,0
Q160236,Metropolitan Museum of Art,Q15969109,César-Emmanuel-Flavien Henrion de Staal de Magnoncour,2,0
Q160236,Metropolitan Museum of Art,Q7541856,ceramicist,4,0
Q214867,National Gallery of Art,Q7541856,ceramicist,5,0
Q214867,National Gallery of Art,Q2944360,,4,0
Q160236,Metropolitan Museum of Art,Q235812,"Cecilie, Crown Princess of Germany",5,0
Q160236,Metropolitan Museum of Art,Q250867,Catholic priest,3,0
Q214867,National Gallery of Art,Q250867,Catholic priest,3,0
Q160236,Metropolitan Museum of Art,Q302556,Catholic Encyclopedia,4,0
Q160236,Metropolitan Museum of Art,Q25393460,Catholic deacon,5,0
Q160236,Metropolitan Museum of Art,Q234257,Catherine Pavlovna of Russia,4,0
Q160236,Metropolitan Museum of Art,Q237737,Catherine of Austria,5,0
Q17277888,Gottlieb Friedrich Reber,Q179718,Catherine of Alexandria,3,0
Q214867,National Gallery of Art,Q179718,Catherine of Alexandria,5,0
Q160236,Metropolitan Museum of Art,Q36450,Catherine II of Russia,5,0
Q657415,Cleveland Museum of Art,Q36450,Catherine II of Russia,5,0
Q17277888,Gottlieb Friedrich Reber,Q106849354,Cataract of Figures,5,1
Q55680361,Oskar Reichel,Q106849354,Cataract of Figures,5,1
Q74128,Alfred Flechtheim,Q106849354,Cataract of Figures,5,1
Q17277888,Gottlieb Friedrich Reber,Q16986324,Catalog of the paintings on show at the Rijksmuseum in 1956,5,1
Q214867,National Gallery of Art,Q16986324,Catalog of the paintings on show at the Rijksmuseum in 1956,5,1
Q657415,Cleveland Museum of Art,Q16986324,Catalog of the paintings on show at the Rijksmuseum in 1956,5,1
Q867510,Cypresses,Q5046521,Carroll Carstairs,5,1
Q160236,Metropolitan Museum of Art,Q5046521,Carroll Carstairs,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1043967,Carnegie Museum of Art,3,1
Q160236,Metropolitan Museum of Art,Q1043967,Carnegie Museum of Art,4,1
Q74128,Alfred Flechtheim,Q1043967,Carnegie Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q5750314,Carlos Fernando de Austria y Manrique,5,0
Q1634926,Hugo Cassirer,Q222728,Carinhall,5,1
Q17277888,Gottlieb Friedrich Reber,Q222728,Carinhall,2,1
Q160236,Metropolitan Museum of Art,Q222728,Carinhall,5,1
Q214867,National Gallery of Art,Q222728,Carinhall,4,1
Q21948567,Sunflowers,Q28874033,C.M. van Gogh Gallery,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q28874033,C.M. van Gogh Gallery,4,1
Q1634926,Hugo Cassirer,Q43845,businessperson,3,0
Q867510,Cypresses,Q43845,businessperson,2,0
Q104530765,Hugo Nathan,Q43845,businessperson,4,0
Q21948567,Sunflowers,Q43845,businessperson,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q43845,businessperson,2,0
Q17277888,Gottlieb Friedrich Reber,Q43845,businessperson,5,0
Q69860245,Mór Lipót Herzog,Q43845,businessperson,1,0
Q324935,Ferenc Hatvany,Q43845,businessperson,2,0
Q55680361,Oskar Reichel,Q43845,businessperson,5,0
Q160236,Metropolitan Museum of Art,Q43845,businessperson,3,0
Q26221201,Two Diggers among Trees,Q43845,businessperson,5,0
Q214867,National Gallery of Art,Q43845,businessperson,3,0
Q20178788,Still Life with Apples,Q43845,businessperson,3,0
Q74128,Alfred Flechtheim,Q43845,businessperson,3,0
Q1634926,Hugo Cassirer,Q18223037,Bunch of Asparagus,3,1
Q21948567,Sunflowers,Q18223037,Bunch of Asparagus,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q18223037,Bunch of Asparagus,5,1
Q17277888,Gottlieb Friedrich Reber,Q18223037,Bunch of Asparagus,4,1
Q29441758,Margarete Mauthner,Q18223037,Bunch of Asparagus,5,1
Q160236,Metropolitan Museum of Art,Q18223037,Bunch of Asparagus,3,1
Q867510,Cypresses,Q66677,Bruno Paul,4,1
Q160236,Metropolitan Museum of Art,Q66677,Bruno Paul,5,1
Q5147536,Josef Feinhals,Q66677,Bruno Paul,1,1
Q1634926,Hugo Cassirer,Q89582,Bruno Lohse,4,1
Q17277888,Gottlieb Friedrich Reber,Q89582,Bruno Lohse,5,1
Q160236,Metropolitan Museum of Art,Q89582,Bruno Lohse,4,1
Q160236,Metropolitan Museum of Art,Q91618,Bruno Cassirer,5,1
Q74128,Alfred Flechtheim,Q109354198,Boy Holding a Blue Vase,1,1
Q160236,Metropolitan Museum of Art,Q2374149,botanist,5,0
Q21948567,Sunflowers,Q3148760,botanical illustrator,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q3148760,botanical illustrator,5,0
